,comment,label
632,why do n't you guys have some sort of contest where you ask a question and whoever finds the answers wins a prize ?,unknown
633,who is coronado ?,who
634,what was the name of the movie that starred sharon stone and arnold schwarzenegger ?,what
635,what is artificial intelligence ?,what
636,what do flatfish eat ?,what
637,who was the first holy roman emperor ?,who
638,what can i use to remove the stubborn gummed labels from some diskettes ?,what
639,what day of the week sees the most fatal car accidents ?,what
640,"what is the origin of the word , magic ?",what
641,what sport do you shag flies in ?,what
642,what is white chocolate ?,what
643,where is trinidad ?,unknown
644,name the organization that is presided by a security council .,unknown
645,"who graced the airwaves with such pearls as `` do ya lo-o-ove me ? get naked , baby ! '' ?",who
646,what kind of wine is spumante ?,what
647,who portrayed portly criminologist carl hyatt on checkmate ?,what
648,how do you say i love you in spanish ?,unknown
649,what does the name gina mean ?,what
650,what is the most advanced handheld calculator in the world ?,what
651,how fast is light ?,unknown
652,what is the belt of low pressure around the equator called ?,what
653,what are shooting stars ?,what
654,whom did the chicago bulls beat in the 1993 championship ?,unknown
655,when was the first american encyclopedia published ?,when
656,what 's the tallest building in new york city ?,what
657,how is easter sunday 's date determined ?,unknown
658,what is the motto for the state of maryland ?,what
659,who is desmond tutu ?,who
660,where can i find information on the narragansett indians and other tribes in rhode island ?,unknown
661,name a tiger that is extinct .,unknown
662,how many quarters equal a pound ?,unknown
663,what kind of books does fodor 's publish ?,what
664,"what are the first names of rowan and martin , the stars of tv 's laugh-in ?",what
665,what chapter of the bible has the most verses ?,what
666,who is the worst us president ever ?,who
667,what asian leader was known as the little brown saint ?,what
668,what is the abbreviated expression for the national bureau of investigation ?,what
669,how fast does the fastest car go ?,unknown
670,what is the highest mountain in the world ?,what
671,what arch can you see from the place de la concorde ?,what
672,who sings the song `` drink to me with thine eyes '' by ben johnson ?,who
673,how long should a person wash their hands before they are clean ?,unknown
674,which way do you turn your bic to increase the flame - clockwise or counterclockwise ?,unknown
675,which is the wealthiest country in the world ?,unknown
676,how can i find a phone number of someone if i only know their email address ?,unknown
677,how can you contact play producers and promoters on-line ?,unknown
678,who is the monarch of the united kingdom ?,who
679,what is a fear of passing high objects ?,what
680,what do players try to do when the music stops in a game of musical chairs ?,what
681,what are the top ten most common girl names in the us ?,what
682,why is black the color of mourning in the west ?,unknown
683,what is the rarest coin ?,what
684,what judith rossner novel was made into a film starring diane keaton ?,what
685,which country is australia 's largest export market ?,unknown
686,where is the kentucky horse park located ?,unknown
687,what is a fear of parasites ?,what
688,in what olympic games did nadia comaneci become popular ?,unknown
689,who does data collection in tourism ?,who
690,what was the name of the daughter of the virginia chief powhatan that married john rolfe ?,what
691,what is the leading pecan and peanut growing state ?,what
692,what does a nihilist believe in ?,unknown
693,what did richard feynman say upon hearing he would receive the nobel prize in physics ?,unknown
694,"in what sport are these following numbers relevant : 118 , 126 , 134 , 142 , 15 , 158 , 167 , 177 , and 19 ?",unknown
695,who were the four famous founders of united artists ?,who
696,what 2 statues did france give to other countries ?,what
697,what are amphibians ?,what
698,how many sperm cells are in an average ejaculation ?,unknown
699,name the disposable razor that `` costs about 19 cents . '',unknown
700,how far do you have to run if you hit a home run ?,unknown
701,who was the only u.s. president to wear a nazi uniform ?,who
702,woodrow wilson served as president of what university ?,what
703,where are the tropical rain forest distributions ?,unknown
704,what 's the nickname of oddsmaker jimmy snyder ?,what
705,what is the fear of being loved ?,what
706,what was the number of people that randy steven craft was convicted of killing ?,what
707,what was queen victoria 's title regarding india ?,what
708,how is a hydrogen bomb different from a nuclear bomb ?,unknown
709,how far can a man travel in outer space ?,unknown
710,where was lincoln assassinated ?,unknown
711,what type of food makes you fat ?,what
712,what is the name of the chronic neurological autoimmune disease which attacks the protein sheath that surrounds nerve cells causing a gradual loss of movement in the body ?,what
713,what was the u.s. highway death toll in 1969 ?,what
714,"what kind of animals are dorsets , lincolns , oxfords and southdowns ?",what
715,what are the shortest and the longest songs ever produced ?,what
716,what letter is to the right of k on a typewriter keyboard ?,what
717,"what is the origin and the meaning of the name , `` hajo ?",what
718,what is the plural of gulf ?,what
719,whose autobiography is titled yes i can ?,unknown
720,what year did the united states pass the copyright law ?,what
721,what percentage of americans own their homes ?,what
722,what 's the first day of the week ?,what
723,what city was president william mckinley shot in ?,what
724,what city has the world 's longest subway system ?,what
725,"who claimed he killed 4 , 280 buffalo as food for the crew building the kansas pacific railway ?",who
726,what is bombay duck ?,what
727,how many degrees cooler is the inside of a cucumber than the air outside ?,unknown
728,what double talking `` professor '' holds a doctorate in nothing ?,what
729,what are the five most expensive cities in the world ?,what
730,what 19th-century writer had a country estate on the hudson dubbed sunnyside ?,what
731,how many layers of yellow paint is a faber mongol pencil lucky enough to be sprayed with ?,unknown
732,what is a virtual ip address ?,what
733,what was the name of the cook on rawhide ?,what
734,what county is chicago in ?,what
735,what is the wingspan of a condor ?,what
736,what facial feature typically contains about 55 hairs ?,what
737,"who was named admiral of the ocean seas and viceroy and governor general of all the islands he might discover , and also granted 10-? of all profits of his voyage .",who
738,how can i transport files from one computer to another ?,unknown
739,what 's the literary term for a play on words ?,what
740,what color were their horses ?,what
741,what does an average daycare provider get paid in new england ?,what
742,what author landed a 468-pound marlin without harness in the early 193 's ?,what
743,how many americans fought for the british in the american revolution ?,unknown
744,what kind of education do i need to become a flight attendant ?,what
745,what are the two languages of malta ?,what
746,how many oceans are there and name them ?,unknown
747,what happened during the blackhawk indian war of 1832 ?,what
748,how many pairs of legs does a lobster have ?,unknown
749,what does the latin ante mortem mean ?,what
750,what does the name shawn mean ?,what
751,where is the danube ?,unknown
752,"what lawyer won the largest divorce settlement , $85 million , in u.s. history for sheika dena al-farri ?",unknown
753,what do you call a group of geese ?,what
754,"who delivered his last newscast on march 6 , 1981 ?",who
755,"how many times has `` louie , louie '' been recorded ?",unknown
756,how is answers.com different from knowpost.com ?,unknown
757,what is the longest place name in the u.s. ?,what
758,what percent liked thatcher after she had been in power for a decade ?,what
759,"where does buzz aldrin want to build a permanent , manned space station ?",unknown
760,what was mel gibson 's first movie ?,what
761,why was the l.a. office of shea and gould closed ?,unknown
762,how do i start a bank ?,unknown
763,how do ouija boards work ?,unknown
764,what horse did zorro ride ?,what
765,how do you get a broken cork out of a bottle ?,unknown
766,where can i find correct tabs for third eye blind songs ?,unknown
767,how do you determine heating requirements for your home ?,unknown
768,what former major-league left-handed baseball pitcher was known as `` space man '' ?,what
769,"which hair care product told us `` hate that gray , wash it away '' ?",unknown
770,why did the chicken cross the road ?,unknown
771,what was michelangelo 's last name ?,what
772,who is barbara jordan ?,who
773,who was the democratic nominee in the american presidential election ?,who
774,what was connecticut 's first constitution called ?,what
775,what historical event happened in dogtown in 1899 ?,what
776,what is being done about the millennium bug ?,what
777,what was the claim to fame of king camp gillette ?,what
778,what is the most common kind of skin cancer in the u.s. ?,what
779,what is olestra ?,what
780,what asian country has a bill of rights for cows ?,what
781,how many fingers are used to draw a bow ?,unknown
782,what are two plants that clothes are made from ?,what
783,when was hurricane hugo ?,what
784,what is the most heavily caffeinated soft drink ?,what
785,what president-to-be was the first member of congress to enlist following the attack on pearl harbor ?,what
786,what was the price of varian associates ' vacuum products division ?,what
787,when was `` the great depression '' ?,what
788,what language is mostly spoken in brazil ?,what
789,what college produced the most winning super bowl quarterbacks ?,what
790,how do you solve `` rubik 's cube '' ?,unknown
791,what is prepared mustard ?,what
792,what classical spanish writer warned : `` all that glitters is not gold '' ?,what
793,what does `` antidisestablishmentarianism '' mean ?,what
794,what actor married john f. kennedy 's sister ?,what
795,what does a topophobic actor suffer from ?,what
796,who fired maria ybarra from her position in san diego council ?,who
797,"the italian artist , maurizio pellegrin , is how old ?",unknown
798,what type of hunting are retrievers used for ?,what
799,what is colin powell best known for ?,what
800,who was the first black golfer to tee off in the masters ?,who
801,what city is the setting for puccini 's opera la boheme ?,what
802,what u.s. president showed a fondness for munching on bee pollen bars ?,what
803,what is measured in curies ?,what
804,whose cover is that of an employee of universal import and export ?,unknown
805,what former president 's daughter has written a book titled murder in the white house ?,what
806,what fictional character is known as the `` melancholy dane '' ?,what
807,italy is the largest producer of what ?,what
808,what longtime game show host dropped dead while jogging in central park in 1984 ?,what
809,"what is the meaning of w.b. yeat 's poem , `` the three hermits ?",what
810,who were the `` filthiest people alive ?,who
811,what infectious disease is the world 's deadliest ?,what
812,what is spumante ?,what
813,in what year did ireland elect its first woman president ?,what
814,what is an isthmus ?,what
815,what was the name of the orca that died of a fungal infection ?,what
816,where is mozambique located ?,unknown
817,what is mississippi 's state animal ?,what
818,what 's the origin of the word ` news ' ?,what
819,what did dan aykroyd and john belushi quit saturday night live to become ?,what
820,how many months does a normal human pregnancy last ?,unknown
821,how do fuel injectors work ?,unknown
822,how can your school march in the macy 's thanksgiving parade ?,unknown
823,what is the real name of disc jockey `` wolfman jack '' ?,what
824,what italian liner was hijacked in 1985 ?,what
825,what city houses the u.s. headquarters of procter and gamble ?,what
826,what soap was touted as being `` for people who like people '' ?,what
827,how much was the minimum wage in 1991 ?,unknown
828,what does nafta stand for ?,what
829,who invented silly putty ?,who
830,"what new middle school was built in philadelphia , pennsylvania last year ?",what
831,who patented the first phonograph ?,who
832,what are some tips for building a fire in a fireplace ?,what
833,what do manatees eat ?,what
834,how do you say 2 in latin ?,unknown
835,what were popular songs and types of songs in the 1920s ?,what
836,how many vietnamese were there in the soviet union ?,unknown
837,what is november 's birthstone ?,what
838,what is a certified nurse midwife ?,what
839,"on average , how many miles are there to the moon ?",unknown
840,who created private detective philip marlowe ?,who
841,"what boris pasternak book sold 5 , 0 copies to become the fiction best-seller of 1958 ?",what
842,what is the origin of the expression `` tout de suite '' ?,what
843,what is the longest english word ?,what
844,what is the purpose of a car bra ?,what
845,what is d.b. cooper known for ?,what
846,who is colin powell ?,who
847,what species is a colt ?,what
848,what is the full name of the plo ?,what
849,what is the smallest country in africa ?,what
850,who coined the term nn cyberspace `` in his novel nn neuromancer '' ?,who
851,what age followed the bronze age ?,what
852,what is her profession ?,what
853,what is the full name of the man who invented the multicolored game cube that has 42.3 quintillion potential combinations ?,what
854,what does the word laser mean ?,what
855,what does the name `` anthony '' mean ?,what
856,who was lauren bacall 's first husband ?,who
857,what is a rhomboideus minor ?,what
858,how many hands does bjorn borg use when hitting his forehand ?,unknown
859,how many people died on d-day ?,unknown
860,"what u.s. congressman said : `` keep the faith , baby '' .",what
861,who created the character of scrooge ?,who
862,what is the student population at the university of massachusetts in amherst ?,what
863,where is windsor castle ?,unknown
864,when did the dow first reach ?,when
865,why were people recruited for the vietnam war ?,unknown
866,what party was winston churchill a member of ?,what
867,what american league baseball team 's worst finish between 1926 and 1964 was fourth ?,what
868,where can i find the names of all the 15 pokemon ?,unknown
869,what state does martha stewart live in ?,what
870,which killer whale died at sea world of a fungal infection ?,unknown
871,what are the benelux countries ?,what
872,where 's the petrified forest ?,unknown
873,what is a language spoken by the sioux ?,what
874,where is tornado alley ?,unknown
875,who was the author of `` john brown 's body '' ?,who
876,what american poet wrote : `` good fences make good neighbors '' ?,what
877,what state in the u.s. has the most blacks ?,what
878,why are electric cars less efficient in the northeast than in california ?,unknown
879,what was the occupation of mandy rice-davies ?,what
880,what is the city in which maurizio pellegrin lives called ?,what
881,who painted the sistine chapel ?,who
882,name the various costumed personas of dr. henry pym .,unknown
883,what breed of dog was the `` little rascals '' dog ?,what
884,what are the living conditions in cuba ?,what
885,what color are school buses ?,what
886,what is the oldest website on the internet ?,what
887,"what events happened january 26 , 1978 ?",what
888,what explorers followed columbus to the americas ?,what
889,who is actress goldie hawn 's current actor boyfriend ?,who
890,who banned peter rose from baseball for betting on games ?,who
891,what are the seven virtues ?,what
892,what other name were the `` little rascals '' known as ?,what
893,when was the san francisco fire ?,when
894,what is a fear of food ?,what
895,"how many casinos are in atlantic city , nj ?",unknown
896,what year did the vietnam war end ?,what
897,what are the names of richard nixon 's two daughters ?,what
898,what 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?,what
899,what is the chromosome number of an elephant ?,what
900,what organization was founded by the rev. jerry falwell ?,what
901,what 's the longest river in the world ?,what
902,which soft drink does madonna advertise for ?,unknown
903,what company is being bought by yahoo and how much is the deal worth ?,what
904,when was berlin 's brandenburg gate erected ?,when
905,how many double-word-score spaces are there on a scrabble crossword game board ?,unknown
906,what year did germany sign its nonaggression pact with the soviet union ?,what
907,what mountain range is traversed by the highest railroad in the world ?,what
908,why were the american soldiers in wwi called `` doughboys '',unknown
909,who was nicknamed the little corporal ?,who
910,how many cds has garth brooks sold ?,unknown
911,name the vessel used by the atari force in the dc comics .,unknown
912,where are the leading medical groups specializing in lung diseases ?,unknown
913,"how can i find online spelling , and punctuation drills for my 6th grader ?",unknown
914,what 's the sacred river of india ?,what
915,what is stefan edberg 's native country ?,what
916,what is the only gland in humans that can regenerate itself ?,what
917,how many gutenberg bibles are there ?,unknown
918,name the largest country in south america .,unknown
919,what astronomical phenomenon takes place in jan. 1999 ?,what
920,what information can you get me on fairground park in st. louis,what
921,what was american folk hero john chapman 's nickname ?,what
922,what is the difference between a median and a mean ?,what
923,what was the top box office movie in april 1998 ?,what
924,what makes thunder ?,what
925,what author did photographer yousuf karsh call `` the shiest man i ever met '' ?,what
926,"which is the largest clock , diameter wise , in europe ?",unknown
927,what plant is rum made from ?,what
928,what country are godiva chocolates from ?,what
929,"name the poet of the poem which begins : i do not know much about gods ; but i think that the river is a strong brown god-sullen , and untamed ?",unknown
930,which condiment was once sold as a patent medicine ?,unknown
931,what u.s. state records the least rainfall ?,what
932,why did the world enter a global depression in 1929 ?,unknown
933,"what was archy , and mehitabel ?",what
934,what texas city got its name from the spanish for `` yellow '' ?,what
935,what are the chemicals used in glowsticks ?,what
936,what country did the nile river originate in ?,what
937,what color are tennis balls ?,what
938,what barroom judge called himself the law west of the pecos ?,what
939,what excuse did the nato people give for hitting the chinese embassy ?,what
940,who was president of costa rica in 1994 ?,who
941,what sports event is meyer wolfsheim supposed to have fixed in the great gatsby ?,what
942,what country has the best defensive position in the board game diplomacy ?,what
943,what two countries share the khyber pass ?,what
944,who was chairman of the senate select committee that tried to get to the bottom of watergate ?,who
945,what is the origin of the surname of braun ?,what
946,"what card game has variations called canfield , klondike and spider ?",what
947,what is australia day ?,what
948,what mammal of north america is the world 's longest-lived for its size ?,what
949,what was the chivington massacre ?,what
950,"what actor starred in 1980 's blue lagoon , 1982 's the pirate movie and 1983 's a night in heaven ?",what
951,how many home runs did lou gehrig have during his career ?,unknown
952,in what city is the headquarters of sinn fein ?,what
953,where can i find information on george bush ?,unknown
954,who is the voice of miss piggy ?,who
955,what is the dialogue circle in cartoons called ?,what
956,"what does the word camaro mean , from the gm car the camaro ?",what
957,who replaced bert parks as the host of the miss america pageant ?,who
958,how many boys play the game in winslow homer 's 1872 painting snap the whip ?,unknown
959,what is the aim-54c phoenix ?,what
960,when are sheep shorn ?,when
961,what sport is chris jogis a top player of ?,what
962,what 's the second-largest island in the world ?,what
963,what is the definition of low island ?,what
964,what century does captain video live in ?,what
965,what types of water pollution are there ?,what
966,how many astronauts manned each project mercury flight ?,unknown
967,what soft drink would provide me with the biggest intake of caffeine ?,what
968,what 's the name of a golf course in myrtle beach ?,what
969,what are some of the significant historical events of the 1990s ?,what
970,name the only extant trilogy of classical greek plays .,unknown
971,where is logan airport ?,unknown
972,what is the difference between neoclassical art and romanticism art ?,what
973,who was the first person inducted into the u.s. swimming hall of fame ?,who
974,what golfer has been called ohio fats and blobbo ?,what
975,who murdered leno and rosemary labianca on august 1,who
976,what is the average cost for four years of medical school ?,what
977,what does god create in the first sentence of the bible ?,what
978,which of the following men was not married to rita hayworth ?,unknown
979,what is the current ticket fare from from cairo to barbados ?,what
980,what does nn o `` mean when used as a prefix in irish surnames ?,what
981,how do you find oxidation numbers ?,unknown
982,what is the state nickname of mississippi ?,what
983,"what is black hills , south dakota most famous for ?",what
984,what 1966 boob tube bomb took astronauts back to prehistoric times ?,what
985,how many students attend the university of massachusetts ?,unknown
986,"who said , `` i shall return . '' during world war two ?",who
987,what holidays are celebrated in ireland ?,what
988,"who portrayed etta place , companion to butch cassidey and the sundance kid ?",who
989,what are the greek numerals ?,what
990,what 's the name of the temple that is located near the capital city of laos ?,what
991,what is a fear of sleep ?,what
992,what auto race was wilbur reed the first to win three times ?,what
993,what are the most common breeding birds in the u.s. ?,what
994,"what was organized as a confederate veterans ' social club in pulaski , in tennessee , in 1866 ?",what
995,how do you look up criminal records on the internet ?,unknown
996,"where is the actress , marion davies , buried ?",unknown
997,what is an example of an actual case of using the fourteenth amendment ?,what
998,who was the charlie perfume woman ?,who
999,who portrayed `` rosanne rosanna-dana '' on the television show `` saturday night live '' ?,who
1000,is there a cab available for airport?,affirmation
1001,is it raining outside ?,affirmation
1002,is there any pizza left ?,affirmation
1003,is there a truck parked infront of the house ?,affirmation
1004,what time does the flight leave ?,when
1005,what time does the train arrive ?,when
1006,what time do we go to the mall ?,when
1007,what time are we leaving ?,when
1008,what time does the president give his speech ?,when
1009,what time do you go to the school ?,when
1010,what time are you planning to leave ?,when
1011,what time are you thinking of going to the dentist ?,when
1012,what time is it right now ?,when
1013,who was gerald ford 's vice president ?,who
1014,who invented batteries ?,who
1015,who did sonny liston succeed as world heavyweight boxing champion ?,who
1016,whose video is titled shape up with arnold ?,unknown
1017,who 's the twin brother of the greek goddess artemis ?,who
1018,who was america 's first public enemy no. 1 ?,who
1019,who is dear abby ?,who
1020,"who lives at 24 sussex drive , ottawa ?",who
1021,who was monet ?,who
1022,who was the famous door-to-door brush salesman ?,who
1023,who is always trying to get the rent from andy capp ?,who
1024,who did jackie kennedy commission to write the death of a president ?,who
1025,who sought to create the great society ?,who
1026,who said : `` soldiers win the battles and generals get the credit '' ?,who
1027,who is the current un secretary general ?,who
1028,"who provides telephone service in orange county , california ?",who
1029,who was lacan ?,who
1030,who was the secretary of war in the civil war during the battle of gettysburg ?,who
1031,who did bobby fischer beat to win the world chess championship ?,who
1032,who lives at 39 stone canyon way ?,who
1033,who played humpty dumpty in the 1933 film alice in wonderland ?,who
1034,"who is karenna gore , al gore 's oldest daughter , married to ?",who
1035,who played the title role in i was a teenage werewolf ?,who
1036,who was the inventor of the stove ?,who
1037,who was the king who was forced to agree to the magna carta ?,who
1038,who was made the first honorary citizen of the u.s. ?,who
1039,who is known as `` the world 's oldest teenager '' ?,who
1040,who was with patricia hearst the night she was kidnaped ?,who
1041,who advised listeners to `` see the u.s.a. in your chevrolet '' ?,who
1042,who sang about desmond and molly jones ?,who
1043,who developed the first polio vaccine ?,who
1044,who made the first gas engine ?,who
1045,who sells viagra ?,who
1046,who was darius ?,who
1047,who did dita beard work for ?,who
1048,who served as inspiration for the schoolteacher portrayed by robin williams in `` dead poets society '' ?,who
1049,who is the best known villain of the 165 gunpowder plot ?,who
1050,"who killed more people , hitler or stalin ?",who
1051,who is nicolo paganini ?,who
1052,who portrayed dracula in hammer studios ' films ?,who
1053,who was jean nicolet ?,who
1054,who was the original humpty dumpty ?,who
1055,whose cupboard was bare ?,unknown
1056,who invented the vacuum cleaner ?,who
1057,"who does shakespeare 's antonio borrow 3 , 0 ducats from ?",who
1058,who is the voyager project manager ?,who
1059,who replies `` i know '' to princess leia 's confession `` i love you '' in the empire strikes back ?,who
1060,who won the 1967 academy award for best actor ?,who
1061,who was the first taiwanese president ?,who
1062,who is luke skywalker 's father ?,who
1063,who was jane goodall ?,who
1064,"who created the comic strip , `` garfield '' ?",who
1065,who is the current prime minister and president of russia ?,who
1066,who established a viking colony in greenland about 985 ?,who
1067,who shot and killed himself while painting wheatfield with crows ?,who
1068,who was the architect of central park ?,who
1069,who were the yankee 's frequent enemies ?,who
1070,who wrote sons and lovers ?,who
1071,who was the star of leave it to beaver ?,who
1072,who did richard nixon tender his resignation to ?,who
1073,who was thucydides ?,who
1074,who took over as conductor of the boston pops after arthur fiedler 's long reign ?,who
1075,who is the fastest guitarist ?,who
1076,who betrayed norway to the nazis ?,who
1077,who took the toys donated for the doodyville orphans ' fund and kept them for himself ?,who
1078,who were the picts ?,who
1079,who is stationed at camp swampy in the comic strips ?,who
1080,who wrote the look of love after viewing ursula andress ?,who
1081,who claims to have the greatest show on earth ?,who
1082,who invented the paper clip ?,who
1083,whom did lauren bacall marry after her husband humphrey bogart died ?,unknown
1084,"who created the fantastic four , hulk , and thor ?",who
1085,who is the composer of `` canon in d major '' ?,who
1086,who was the author of the novel `` far from the madding crowd '' ?,who
1087,who was camp david named for ?,who
1088,who portrayed `` the man without a face '' in the movie of the same name ?,who
1089,who won the first world series ?,who
1090,who is samuel pickering ?,who
1091,who was credited with saying : `` i never met a man i did n't like '' ?,who
1092,who created big ben ?,who
1093,who played the title role in my favorite martian ?,who
1094,who invented the game scrabble ?,who
1095,who is considered the first lady of the american stage ?,who
1096,who penned : `` neither a borrower nor a lender be '' ?,who
1097,who headed hitler 's infamous gestapo ?,who
1098,who made the musical plea be true to your school ?,who
1099,who made stonehenge ?,who
1100,who 's the founder and editor of the national review ?,who
1101,who was the first governor of west virginia ?,who
1102,who was the first woman to fly solo across the atlantic ?,who
1103,who started the dominos pizza chain ?,who
1104,"who is the famous movie star who also acted as sewer commissioner of provo canyon , utah ?",who
1105,who portrayed vincent van gogh in lust for life ?,who
1106,who was known as the time master in comic books ?,who
1107,who is the father of the computer ?,who
1108,who said : `` old soldiers never die ; they just fade away '' ?,who
1109,who 's the only man to have won the olympic decathlon twice ?,who
1110,who was the second man to walk on the moon ?,who
1111,who is the pope ?,who
1112,who is imam hussain ben ali whom shia people believe in ?,who
1113,who was william henry harrison ?,who
1114,who was the first black performer to have his own network tv show ?,who
1115,who directed the wild bunch ?,who
1116,who runs andy capp 's favorite pub ?,who
1117,who invented the game bowling ?,who
1118,who is the creator of `` the muppets '' ?,who
1119,who asked you to do the loco-motion with her in 1962 ?,who
1120,who made the first surfboard ?,who
1121,who is the greek god of the sea ?,who
1122,who was the first woman governor of wyoming ?,who
1123,who was charles lindbergh 's wife ?,who
1124,who sings angel eyes from the 80 's ?,who
1125,who wrote ` hamlet ' ?,who
1126,who was the russian ambassador to hungary during the 1956 uprising ?,who
1127,who holds the nfl record for most touchdowns in a season ?,who
1128,who is shirley maclaine ?,who
1129,who wrote ` the pines of rome ' ?,who
1130,"who played for the chicago bears , houston oilers and oakland raiders in a 26-year pro football career ?",who
1131,who leads the star ship enterprise in star trek ?,who
1132,who won world war ii ?,who
1133,who was garrett morgan married to ?,who
1134,who is ishmael in moby dick ?,who
1135,who was the conservationist who served as spokesperson for post grape nuts ?,who
1136,who was whitcomb judson ?,who
1137,who shoplifts ?,who
1138,whose image is alleged to be on the shroud of turin ?,unknown
1139,who said : `` the victor will never be asked if he told the truth '' ?,who
1140,who is langston hughes ?,who
1141,"who wrote the book , `` the grinch who stole christmas '' ?",who
1142,who seized power from milton obote in 1971 ?,who
1143,who is the prophet of medina ?,who
1144,"whose funeral train traveled from washington d.c. to springfield , illinois ?",unknown
1145,who is the queen of holland ?,who
1146,"who says , `` if you don 't look good , we don 't look good '' ?",who
1147,who was secretary of state during the nixon administration ?,who
1148,who is johnny carson ?,who
1149,who painted `` soft self-portrait with grilled bacon '' ?,who
1150,who killed caesar ?,who
1151,who is count cinzano ?,who
1152,who 's won the most oscars for costume design ?,who
1153,who wrote the red badge of courage ?,who
1154,who invented the road traffic cone ?,who
1155,who won the battle of gettysburg ?,who
1156,"who was the captain of the tanker , exxon valdez , involved in the oil spill in prince william sound , alaska , 1989 ?",who
1157,who is stephen hawking ?,who
1158,what actor came to dinner in guess who 's coming to dinner ?,who
1159,who was the first actress to appear on a postage stamp ?,who
1160,who was the first black woman to star in the folies bergeres ?,who
1161,who asked the musical question : `` have you ever been to electric lady land ?,who
1162,who wrote : `` poems are made by fools like me but only god can make a tree '' ?,who
1163,"who played the part of the godfather in the movie , ` the godfather ' ?",who
1164,who invented the wonderbra ?,who
1165,who owns the st. louis rams ?,who
1166,who made the most appearances in the center square on hollywood squares ?,who
1167,who said `` the only thing we have to fear is fear itself '' ?,who
1168,who is the sexiest women in the world ?,who
1169,who was the supreme god of germanic religion ?,who
1170,who 's played the most games for the new york yankees ?,who
1171,who won the superbowl in ?,who
1172,who directed citizen kane ?,who
1173,"whose special bear 's creator was born on january 18 , 1779 ?",unknown
1174,who said : `` what contemptible scoundrel stole the cork from my lunch ? '',who
1175,who was the author of the famous fairy tale `` snow white and seven dwarfs '' ?,who
1176,who is behind the name of the harvey wallbanger drink ?,who
1177,who is the premier of china ?,who
1178,who was the president of vichy france ?,who
1179,whose kidnaping was termed the crime of the century ?,unknown
1180,who first broke the sound barrier ?,who
1181,who was scrooge 's dead partner in dickens 's a christmas carol ?,who
1182,who recorded the 1957 hit tammy ?,who
1183,who is mia farrow 's mother ?,who
1184,who was the only president to serve two nonconsecutive terms ?,who
1185,who reports the weather on the `` good morning america '' television show ?,who
1186,"who sent the brief message `` i came , i saw , i conquered '' ?",who
1187,who are the nomadic hunting and gathering tribe of the kalahari desert in africa ?,who
1188,who won a pulitzer prize for his novel the caine mutiny ?,who
1189,who portrayed sherlock holmes in 14 films between 1939 and 1946 ?,who
1190,who claimed to be the world 's most perfectly-developed man ?,who
1191,who portrayed carl bernstein in all the president 's men ?,who
1192,who was tiny tim 's father ?,who
1193,who was bonnie blue butler 's father ?,who
1194,who is the antichrist ?,who
1195,who was the lawyer who represented randy steven craft ?,who
1196,who wrote the farmer 's almanac ?,who
1197,who was the 15th century fire-and-brimstone monk who gained control of florence but ended burnt at the stake ?,who
1198,who was quetzalcoatl ?,who
1199,who is the prime minister of japan ?,who
1200,"who wrote the book , `` song of solomon '' ?",who
1201,who is the president of the spanish government ?,who
1202,who holds the career record for the most major league home runs ?,who
1203,who invented the stethoscope ?,who
1204,who retired with 755 home runs to his credit ?,who
1205,who developed potlatch ?,who
1206,who is the actress bette davis once said she wished she looked like ?,who
1207,when did iraqi troops invade kuwait ?,when
1208,when was the slinky invented ?,when
1209,when was dick clark born ?,when
1210,when did the `` star-spangled banner '' become the national anthem ?,when
1211,when did israel begin turning the gaza strip and jericho over to the plo ?,when
1212,when were the olympic games in which nadia comaneci became popular played ?,when
1213,when did fraze get his first patent for the pull-tab can ?,when
1214,when was the triangle shirtwaist fire ?,when
1215,when were fish first believed to be found on earth ?,when
1216,when is president nixon 's birthday ?,when
1217,when will the millennium officially begin ?,when
1218,when was cnn 's first broadcast ?,when
1219,when were camcorders introduced in malaysia ?,when
1220,when was queen victoria born ?,when
1221,when was yemen reunified ?,when
1222,"when did aldous huxley write , `` brave new world '' ?",when
1223,"when the tutankhamun exhibit was on display in the u.s. , what moving company transported it ?",when
1224,when did humans first begin to write history seriously ?,when
1225,"when mighty mouse was conceived , what was his original name ?",when
1226,when was the first flush toilet invented ?,when
1227,when will jean aeul publish her next book ?,when
1228,"when it 's time to relax , what one beer stands clear ?",when
1229,when was the de beers company founded ?,when
1230,when did princess diana and prince charles get married ?,when
1231,when was the first barbie produced ?,when
1232,when did the jurassic period end ?,when
1233,when was the bill of rights ratified ?,when
1234,when was calypso music invented ?,when
1235,when did hitler come to power in germany ?,when
1236,when did gothic art and architecture flourish ?,when
1237,when was the internal combustion engine developed ?,when
1238,when do you plant winter wheat ?,when
1239,when did nostradamus believe world war iii would begin ?,when
1240,when was london 's docklands light railway constructed ?,when
1241,when do mormons believe christ was born ?,when
1242,when did theo rousseau paint the `` forest of fontaine '' ?,when
1243,when is the thai new year ?,when
1244,when was the g7 group of nations formed ?,when
1245,when did they canonize the bible ?,when
1246,when did the carolingian period begin ?,when
1247,"when superman needs to get away from it all , where does he go ?",when
1248,when did spain and korea start ambassadorial relations ?,when
1249,when did nixon die ?,when
1250,when is a woman most fertile ?,when
1251,when was the nfl established ?,when
1252,when was richard nixon born ?,when
1253,when is the sun closest to the earth ?,when
